zone_id,zone_name,jahr,monat,niederschlag_mm,temperatur_mittel_c
south_foreststeppe,Южная лесостепь,1996,3,7.9,-10.0
south_foreststeppe,Южная лесостепь,1996,4,54.0,0.1
south_foreststeppe,Южная лесостепь,1996,5,28.0,11.1
south_foreststeppe,Южная лесостепь,1996,6,54.5,18.7
south_foreststeppe,Южная лесостепь,1996,7,87.0,20.1
south_foreststeppe,Южная лесостепь,1996,8,77.0,13.6
south_foreststeppe,Южная лесостепь,1996,9,55.7,8.5
south_foreststeppe,Южная лесостепь,1996,10,22.9,0.4
south_foreststeppe,Южная лесостепь,1997,3,14.6,-3.3
south_foreststeppe,Южная лесостепь,1997,4,10.0,8.4
south_foreststeppe,Южная лесостепь,1997,5,25.7,13.7
south_foreststeppe,Южная лесостепь,1997,6,39.3,16.4
south_foreststeppe,Южная лесостепь,1997,7,66.1,16.7
south_foreststeppe,Южная лесостепь,1997,8,87.5,16.9
south_foreststeppe,Южная лесостепь,1997,9,33.4,11.4
south_foreststeppe,Южная лесостепь,1997,10,39.7,7.1
south_foreststeppe,Южная лесостепь,1998,3,2.5,-8.7
south_foreststeppe,Южная лесостепь,1998,4,36.2,-1.0
south_foreststeppe,Южная лесостепь,1998,5,59.0,10.7
south_foreststeppe,Южная лесостепь,1998,6,47.8,17.9
south_foreststeppe,Южная лесостепь,1998,7,14.3,23.7
south_foreststeppe,Южная лесостепь,1998,8,27.3,20.9
south_foreststeppe,Южная лесостепь,1998,9,84.3,8.6
south_foreststeppe,Южная лесостепь,1998,10,45.2,3.6
south_foreststeppe,Южная лесостепь,1999,3,7.8,-15.2
south_foreststeppe,Южная лесостепь,1999,4,29.1,2.6
south_foreststeppe,Южная лесостепь,1999,5,33.4,14.7
south_foreststeppe,Южная лесостепь,1999,6,45.9,14.5
south_foreststeppe,Южная лесостепь,1999,7,24.2,22.3
south_foreststeppe,Южная лесостепь,1999,8,37.5,18.0
south_foreststeppe,Южная лесостепь,1999,9,36.0,10.1
south_foreststeppe,Южная лесостепь,1999,10,21.8,6.2
south_foreststeppe,Южная лесостепь,2000,3,9.2,-5.7
south_foreststeppe,Южная лесостепь,2000,4,25.5,6.2
south_foreststeppe,Южная лесостепь,2000,5,66.3,11.2
south_foreststeppe,Южная лесостепь,2000,6,25.7,19.3
south_foreststeppe,Южная лесостепь,2000,7,22.3,20.0
south_foreststeppe,Южная лесостепь,2000,8,56.8,17.6
south_foreststeppe,Южная лесостепь,2000,9,9.6,11.1
south_foreststeppe,Южная лесостепь,2000,10,33.4,-0.1
south_foreststeppe,Южная лесостепь,2001,3,31.4,-4.2
south_foreststeppe,Южная лесостепь,2001,4,44.6,3.6
south_foreststeppe,Южная лесостепь,2001,5,22.3,16.5
south_foreststeppe,Южная лесостепь,2001,6,87.9,17.0
south_foreststeppe,Южная лесостепь,2001,7,62.0,17.0
south_foreststeppe,Южная лесостепь,2001,8,69.1,17.5
south_foreststeppe,Южная лесостепь,2001,9,25.5,10.8
south_foreststeppe,Южная лесостепь,2001,10,40.7,1.7
south_foreststeppe,Южная лесостепь,2002,3,34.8,-2.1
south_foreststeppe,Южная лесостепь,2002,4,25.9,-0.6
south_foreststeppe,Южная лесостепь,2002,5,42.7,11.9
south_foreststeppe,Южная лесостепь,2002,6,53.1,16.6
south_foreststeppe,Южная лесостепь,2002,7,58.9,18.3
south_foreststeppe,Южная лесостепь,2002,8,91.0,15.8
south_foreststeppe,Южная лесостепь,2002,9,21.1,12.4
south_foreststeppe,Южная лесостепь,2002,10,41.4,1.8
south_foreststeppe,Южная лесостепь,2003,3,5.8,-7.8
south_foreststeppe,Южная лесостепь,2003,4,19.2,1.8
south_foreststeppe,Южная лесостепь,2003,5,14.2,15.0
south_foreststeppe,Южная лесостепь,2003,6,54.9,18.4
south_foreststeppe,Южная лесостепь,2003,7,89.5,18.0
south_foreststeppe,Южная лесостепь,2003,8,87.8,19.4
south_foreststeppe,Южная лесостепь,2003,9,17.8,12.4
south_foreststeppe,Южная лесостепь,2003,10,20.9,3.9
south_foreststeppe,Южная лесостепь,2004,3,38.3,-9.4
south_foreststeppe,Южная лесостепь,2004,4,44.9,1.3
south_foreststeppe,Южная лесостепь,2004,5,39.3,15.9
south_foreststeppe,Южная лесостепь,2004,6,59.7,19.3
south_foreststeppe,Южная лесостепь,2004,7,29.4,20.3
south_foreststeppe,Южная лесостепь,2004,8,36.0,16.9
south_foreststeppe,Южная лесостепь,2004,9,60.7,10.9
south_foreststeppe,Южная лесостепь,2004,10,49.6,4.7
south_foreststeppe,Южная лесостепь,2005,3,23.6,-4.7
south_foreststeppe,Южная лесостепь,2005,4,18.4,4.1
south_foreststeppe,Южная лесостепь,2005,5,48.9,12.7
south_foreststeppe,Южная лесостепь,2005,6,52.1,19.9
south_foreststeppe,Южная лесостепь,2005,7,68.8,20.1
south_foreststeppe,Южная лесостепь,2005,8,94.8,17.1
south_foreststeppe,Южная лесостепь,2005,9,34.1,11.4
south_foreststeppe,Южная лесостепь,2005,10,16.6,5.0
south_foreststeppe,Южная лесостепь,2006,3,22.6,-4.1
south_foreststeppe,Южная лесостепь,2006,4,29.1,1.9
south_foreststeppe,Южная лесостепь,2006,5,21.4,11.7
south_foreststeppe,Южная лесостепь,2006,6,59.5,22.0
south_foreststeppe,Южная лесостепь,2006,7,38.1,19.4
south_foreststeppe,Южная лесостепь,2006,8,49.4,15.6
south_foreststeppe,Южная лесостепь,2006,9,36.3,12.5
south_foreststeppe,Южная лесостепь,2006,10,41.2,3.0
south_foreststeppe,Южная лесостепь,2007,3,7.2,-7.8
south_foreststeppe,Южная лесостепь,2007,4,42.1,6.2
south_foreststeppe,Южная лесостепь,2007,5,62.2,12.4
south_foreststeppe,Южная лесостепь,2007,6,66.5,16.2
south_foreststeppe,Южная лесостепь,2007,7,123.2,20.6
south_foreststeppe,Южная лесостепь,2007,8,63.9,17.6
south_foreststeppe,Южная лесостепь,2007,9,20.2,13.1
south_foreststeppe,Южная лесостепь,2007,10,18.3,5.1
south_foreststeppe,Южная лесостепь,2008,3,18.5,-2.6
south_foreststeppe,Южная лесостепь,2008,4,23.8,4.6
south_foreststeppe,Южная лесостепь,2008,5,20.5,13.3
south_foreststeppe,Южная лесостепь,2008,6,43.6,17.8
south_foreststeppe,Южная лесостепь,2008,7,39.2,22.7
south_foreststeppe,Южная лесостепь,2008,8,47.4,18.0
south_foreststeppe,Южная лесостепь,2008,9,54.3,9.1
south_foreststeppe,Южная лесостепь,2008,10,21.0,5.0
south_foreststeppe,Южная лесостепь,2009,3,1.9,-5.4
south_foreststeppe,Южная лесостепь,2009,4,29.4,4.7
south_foreststeppe,Южная лесостепь,2009,5,50.0,12.2
south_foreststeppe,Южная лесостепь,2009,6,57.7,16.9
south_foreststeppe,Южная лесостепь,2009,7,95.2,18.4
south_foreststeppe,Южная лесостепь,2009,8,74.8,17.0
south_foreststeppe,Южная лесостепь,2009,9,31.6,11.4
south_foreststeppe,Южная лесостепь,2009,10,13.3,4.2
south_foreststeppe,Южная лесостепь,2010,3,30.7,-8.0
south_foreststeppe,Южная лесостепь,2010,4,10.2,4.8
south_foreststeppe,Южная лесостепь,2010,5,28.7,11.3
south_foreststeppe,Южная лесостепь,2010,6,36.3,18.7
south_foreststeppe,Южная лесостепь,2010,7,29.5,18.6
south_foreststeppe,Южная лесостепь,2010,8,39.7,19.6
south_foreststeppe,Южная лесостепь,2010,9,14.5,12.0
south_foreststeppe,Южная лесостепь,2010,10,13.1,4.3
south_foreststeppe,Южная лесостепь,2011,3,20.0,-7.7
south_foreststeppe,Южная лесостепь,2011,4,42.1,6.3
south_foreststeppe,Южная лесостепь,2011,5,45.8,11.5
south_foreststeppe,Южная лесостепь,2011,6,38.6,19.8
south_foreststeppe,Южная лесостепь,2011,7,46.3,18.4
south_foreststeppe,Южная лесостепь,2011,8,62.1,15.9
south_foreststeppe,Южная лесостепь,2011,9,4.8,13.8
south_foreststeppe,Южная лесостепь,2011,10,39.9,6.2
south_foreststeppe,Южная лесостепь,2012,3,16.7,-5.2
south_foreststeppe,Южная лесостепь,2012,4,21.0,8.3
south_foreststeppe,Южная лесостепь,2012,5,36.7,12.3
south_foreststeppe,Южная лесостепь,2012,6,59.0,21.5
south_foreststeppe,Южная лесостепь,2012,7,22.5,23.9
south_foreststeppe,Южная лесостепь,2012,8,36.6,18.7
south_foreststeppe,Южная лесостепь,2012,9,29.2,12.7
south_foreststeppe,Южная лесостепь,2012,10,30.9,4.6
south_foreststeppe,Южная лесостепь,2013,3,33.5,-7.4
south_foreststeppe,Южная лесостепь,2013,4,46.3,4.7
south_foreststeppe,Южная лесостепь,2013,5,58.9,9.8
south_foreststeppe,Южная лесостепь,2013,6,24.9,16.5
south_foreststeppe,Южная лесостепь,2013,7,121.0,19.2
south_foreststeppe,Южная лесостепь,2013,8,77.0,17.3
south_foreststeppe,Южная лесостепь,2013,9,21.4,10.9
south_foreststeppe,Южная лесостепь,2013,10,25.0,2.6
south_foreststeppe,Южная лесостепь,2014,3,13.4,-2.8
south_foreststeppe,Южная лесостепь,2014,4,27.5,4.2
south_foreststeppe,Южная лесостепь,2014,5,18.3,12.4
south_foreststeppe,Южная лесостепь,2014,6,24.4,18.5
south_foreststeppe,Южная лесостепь,2014,7,82.8,16.7
south_foreststeppe,Южная лесостепь,2014,8,54.4,19.5
south_foreststeppe,Южная лесостепь,2014,9,28.2,9.2
south_foreststeppe,Южная лесостепь,2014,10,56.1,0.1
south_foreststeppe,Южная лесостепь,2015,3,16.4,-6.1
south_foreststeppe,Южная лесостепь,2015,4,45.9,4.7
south_foreststeppe,Южная лесостепь,2015,5,37.4,13.2
south_foreststeppe,Южная лесостепь,2015,6,68.1,19.9
south_foreststeppe,Южная лесостепь,2015,7,79.6,18.6
south_foreststeppe,Южная лесостепь,2015,8,77.8,15.6
south_foreststeppe,Южная лесостепь,2015,9,26.7,10.3
south_foreststeppe,Южная лесостепь,2015,10,91.4,1.5
south_foreststeppe,Южная лесостепь,2016,3,28.6,-3.9
south_foreststeppe,Южная лесостепь,2016,4,33.0,7.5
south_foreststeppe,Южная лесостепь,2016,5,19.8,12.2
south_foreststeppe,Южная лесостепь,2016,6,62.4,18.5
south_foreststeppe,Южная лесостепь,2016,7,108.8,19.9
south_foreststeppe,Южная лесостепь,2016,8,25.8,19.8
south_foreststeppe,Южная лесостепь,2016,9,24.3,13.9
south_foreststeppe,Южная лесостепь,2016,10,34.6,-1.4
south_foreststeppe,Южная лесостепь,2017,3,13.5,-6.3
south_foreststeppe,Южная лесостепь,2017,4,28.5,4.7
south_foreststeppe,Южная лесостепь,2017,5,43.8,12.6
south_foreststeppe,Южная лесостепь,2017,6,33.6,19.9
south_foreststeppe,Южная лесостепь,2017,7,105.2,18.7
south_foreststeppe,Южная лесостепь,2017,8,32.0,18.5
south_foreststeppe,Южная лесостепь,2017,9,44.0,9.8
south_foreststeppe,Южная лесостепь,2017,10,51.9,1.5
south_foreststeppe,Южная лесостепь,2018,3,20.7,-9.0
south_foreststeppe,Южная лесостепь,2018,4,30.7,2.1
south_foreststeppe,Южная лесостепь,2018,5,65.4,7.1
south_foreststeppe,Южная лесостепь,2018,6,70.4,17.0
south_foreststeppe,Южная лесостепь,2018,7,50.6,19.9
south_foreststeppe,Южная лесостепь,2018,8,106.7,16.0
south_foreststeppe,Южная лесостепь,2018,9,26.5,11.4
south_foreststeppe,Южная лесостепь,2018,10,42.1,4.9
south_foreststeppe,Южная лесостепь,2019,3,21.6,-3.5
south_foreststeppe,Южная лесостепь,2019,4,26.0,3.1
south_foreststeppe,Южная лесостепь,2019,5,39.4,11.7
south_foreststeppe,Южная лесостепь,2019,6,97.7,15.1
south_foreststeppe,Южная лесостепь,2019,7,41.9,21.0
south_foreststeppe,Южная лесостепь,2019,8,38.8,18.4
south_foreststeppe,Южная лесостепь,2019,9,32.4,11.2
south_foreststeppe,Южная лесостепь,2019,10,28.1,6.3
south_foreststeppe,Южная лесостепь,2020,3,18.8,-2.2
south_foreststeppe,Южная лесостепь,2020,4,45.6,8.8
south_foreststeppe,Южная лесостепь,2020,5,15.7,17.1
south_foreststeppe,Южная лесостепь,2020,6,86.9,16.1
south_foreststeppe,Южная лесостепь,2020,7,24.2,20.7
south_foreststeppe,Южная лесостепь,2020,8,56.7,19.2
south_foreststeppe,Южная лесостепь,2020,9,40.3,11.5
south_foreststeppe,Южная лесостепь,2020,10,26.9,4.8
south_foreststeppe,Южная лесостепь,2021,3,32.4,-7.7
south_foreststeppe,Южная лесостепь,2021,4,19.8,3.6
south_foreststeppe,Южная лесостепь,2021,5,13.4,16.8
south_foreststeppe,Южная лесостепь,2021,6,41.3,17.1
south_foreststeppe,Южная лесостепь,2021,7,48.2,20.8
south_foreststeppe,Южная лесостепь,2021,8,71.6,19.6
south_foreststeppe,Южная лесостепь,2021,9,32.9,9.6
south_foreststeppe,Южная лесостепь,2021,10,27.8,3.8
south_foreststeppe,Южная лесостепь,2022,3,18.5,-8.9
south_foreststeppe,Южная лесостепь,2022,4,14.6,6.5
south_foreststeppe,Южная лесостепь,2022,5,25.7,15.3
south_foreststeppe,Южная лесостепь,2022,6,58.9,17.6
south_foreststeppe,Южная лесостепь,2022,7,82.6,19.6
south_foreststeppe,Южная лесостепь,2022,8,18.0,17.2
south_foreststeppe,Южная лесостепь,2022,9,49.1,11.9
south_foreststeppe,Южная лесостепь,2022,10,27.5,4.3
south_foreststeppe,Южная лесостепь,2023,3,23.7,-3.9
south_foreststeppe,Южная лесостепь,2023,4,5.8,3.0
south_foreststeppe,Южная лесостепь,2023,5,31.5,12.8
south_foreststeppe,Южная лесостепь,2023,6,53.7,18.4
south_foreststeppe,Южная лесостепь,2023,7,47.3,22.2
south_foreststeppe,Южная лесостепь,2023,8,93.1,17.4
south_foreststeppe,Южная лесостепь,2023,9,42.2,12.7
south_foreststeppe,Южная лесостепь,2023,10,52.8,5.7
south_foreststeppe,Южная лесостепь,2024,3,13.4,-4.9
south_foreststeppe,Южная лесостепь,2024,4,46.9,4.9
south_foreststeppe,Южная лесостепь,2024,5,66.8,9.6
south_foreststeppe,Южная лесостепь,2024,6,83.0,19.6
south_foreststeppe,Южная лесостепь,2024,7,84.9,20.1
south_foreststeppe,Южная лесостепь,2024,8,94.1,16.8
south_foreststeppe,Южная лесостепь,2024,9,40.0,11.1
south_foreststeppe,Южная лесостепь,2024,10,41.0,3.6
south_foreststeppe,Южная лесостепь,2025,3,22.5,-3.9
south_foreststeppe,Южная лесостепь,2025,4,46.8,8.6
south_foreststeppe,Южная лесостепь,2025,5,49.7,13.8
south_foreststeppe,Южная лесостепь,2025,6,49.3,20.8
south_foreststeppe,Южная лесостепь,2025,7,104.4,19.2
south_foreststeppe,Южная лесостепь,2025,8,82.9,16.9
south_foreststeppe,Южная лесостепь,2025,9,26.1,12.5
south_foreststeppe,Южная лесостепь,2025,10,40.4,0.6
steppe,Степь,1996,3,9.6,-9.9
steppe,Степь,1996,4,55.0,0.5
steppe,Степь,1996,5,22.3,11.6
steppe,Степь,1996,6,51.7,19.0
steppe,Степь,1996,7,87.6,20.0
steppe,Степь,1996,8,90.9,14.3
steppe,Степь,1996,9,56.0,9.5
steppe,Степь,1996,10,16.3,1.0
steppe,Степь,1997,3,15.8,-3.4
steppe,Степь,1997,4,3.8,8.7
steppe,Степь,1997,5,26.4,14.2
steppe,Степь,1997,6,35.2,17.5
steppe,Степь,1997,7,47.1,17.9
steppe,Степь,1997,8,41.8,18.2
steppe,Степь,1997,9,31.2,12.3
steppe,Степь,1997,10,33.7,7.6
steppe,Степь,1998,3,3.8,-8.7
steppe,Степь,1998,4,39.9,0.2
steppe,Степь,1998,5,26.4,11.6
steppe,Степь,1998,6,59.6,19.0
steppe,Степь,1998,7,21.0,23.6
steppe,Степь,1998,8,20.1,21.6
steppe,Степь,1998,9,68.8,9.4
steppe,Степь,1998,10,38.7,4.1
steppe,Степь,1999,3,10.2,-15.2
steppe,Степь,1999,4,22.0,3.2
steppe,Степь,1999,5,24.2,15.0
steppe,Степь,1999,6,49.2,15.1
steppe,Степь,1999,7,24.4,22.9
steppe,Степь,1999,8,35.5,18.8
steppe,Степь,1999,9,44.1,11.1
steppe,Степь,1999,10,13.0,6.7
steppe,Степь,2000,3,8.5,-5.8
steppe,Степь,2000,4,20.2,6.8
steppe,Степь,2000,5,69.7,11.7
steppe,Степь,2000,6,25.9,19.9
steppe,Степь,2000,7,8.8,20.9
steppe,Степь,2000,8,44.3,18.4
steppe,Степь,2000,9,18.4,11.7
steppe,Степь,2000,10,23.1,0.3
steppe,Степь,2001,3,30.0,-3.9
steppe,Степь,2001,4,32.6,4.9
steppe,Степь,2001,5,18.0,17.4
steppe,Степь,2001,6,70.8,17.8
steppe,Степь,2001,7,65.0,17.7
steppe,Степь,2001,8,57.0,18.2
steppe,Степь,2001,9,29.4,11.1
steppe,Степь,2001,10,39.9,2.1
steppe,Степь,2002,3,34.3,-0.9
steppe,Степь,2002,4,34.2,1.3
steppe,Степь,2002,5,24.1,12.6
steppe,Степь,2002,6,37.6,17.4
steppe,Степь,2002,7,80.5,18.6
steppe,Степь,2002,8,42.5,17.2
steppe,Степь,2002,9,9.4,13.3
steppe,Степь,2002,10,26.4,3.2
steppe,Степь,2003,3,3.8,-7.5
steppe,Степь,2003,4,17.5,2.5
steppe,Степь,2003,5,49.9,15.3
steppe,Степь,2003,6,50.9,18.6
steppe,Степь,2003,7,76.7,18.3
steppe,Степь,2003,8,74.3,20.0
steppe,Степь,2003,9,37.3,13.2
steppe,Степь,2003,10,17.1,4.0
steppe,Степь,2004,3,38.4,-8.9
steppe,Степь,2004,4,48.4,2.6
steppe,Степь,2004,5,33.2,16.3
steppe,Степь,2004,6,41.1,20.1
steppe,Степь,2004,7,51.6,20.7
steppe,Степь,2004,8,37.4,17.5
steppe,Степь,2004,9,44.9,11.9
steppe,Степь,2004,10,36.0,5.5
steppe,Степь,2005,3,23.9,-4.5
steppe,Степь,2005,4,16.1,4.2
steppe,Степь,2005,5,22.4,13.5
steppe,Степь,2005,6,59.3,20.7
steppe,Степь,2005,7,61.2,20.4
steppe,Степь,2005,8,71.4,17.5
steppe,Степь,2005,9,21.5,12.0
steppe,Степь,2005,10,17.2,5.4
steppe,Степь,2006,3,16.1,-3.7
steppe,Степь,2006,4,41.2,2.1
steppe,Степь,2006,5,20.1,12.2
steppe,Степь,2006,6,40.8,22.2
steppe,Степь,2006,7,31.9,19.9
steppe,Степь,2006,8,44.4,16.5
steppe,Степь,2006,9,19.9,13.2
steppe,Степь,2006,10,31.9,3.6
steppe,Степь,2007,3,5.5,-8.4
steppe,Степь,2007,4,29.3,6.7
steppe,Степь,2007,5,47.0,13.6
steppe,Степь,2007,6,28.3,17.5
steppe,Степь,2007,7,84.5,21.0
steppe,Степь,2007,8,24.9,18.6
steppe,Степь,2007,9,29.4,13.8
steppe,Степь,2007,10,10.8,5.1
steppe,Степь,2008,3,29.3,-2.4
steppe,Степь,2008,4,5.6,5.3
steppe,Степь,2008,5,32.6,14.2
steppe,Степь,2008,6,41.0,19.0
steppe,Степь,2008,7,59.3,23.1
steppe,Степь,2008,8,37.6,18.8
steppe,Степь,2008,9,66.2,9.3
steppe,Степь,2008,10,27.4,4.7
steppe,Степь,2009,3,6.7,-5.3
steppe,Степь,2009,4,25.8,4.9
steppe,Степь,2009,5,33.5,13.1
steppe,Степь,2009,6,30.7,17.7
steppe,Степь,2009,7,99.9,19.0
steppe,Степь,2009,8,66.9,17.3
steppe,Степь,2009,9,28.7,11.7
steppe,Степь,2009,10,17.5,4.3
steppe,Степь,2010,3,33.6,-7.9
steppe,Степь,2010,4,14.0,4.8
steppe,Степь,2010,5,22.0,12.1
steppe,Степь,2010,6,33.0,19.9
steppe,Степь,2010,7,17.4,19.2
steppe,Степь,2010,8,30.4,20.4
steppe,Степь,2010,9,11.8,12.8
steppe,Степь,2010,10,9.0,4.3
steppe,Степь,2011,3,18.6,-7.7
steppe,Степь,2011,4,36.0,7.6
steppe,Степь,2011,5,53.4,12.6
steppe,Степь,2011,6,42.6,20.0
steppe,Степь,2011,7,77.7,18.9
steppe,Степь,2011,8,43.7,16.5
steppe,Степь,2011,9,5.3,14.6
steppe,Степь,2011,10,32.6,6.2
steppe,Степь,2012,3,19.1,-5.0
steppe,Степь,2012,4,17.8,8.9
steppe,Степь,2012,5,29.0,13.3
steppe,Степь,2012,6,44.1,21.8
steppe,Степь,2012,7,21.3,24.7
steppe,Степь,2012,8,34.7,19.5
steppe,Степь,2012,9,22.3,13.1
steppe,Степь,2012,10,19.8,4.9
steppe,Степь,2013,3,28.7,-6.7
steppe,Степь,2013,4,28.8,5.9
steppe,Степь,2013,5,43.0,10.9
steppe,Степь,2013,6,12.8,18.0
steppe,Степь,2013,7,102.3,19.1
steppe,Степь,2013,8,83.3,17.7
steppe,Степь,2013,9,27.8,11.5
steppe,Степь,2013,10,22.7,3.3
steppe,Степь,2014,3,14.9,-3.0
steppe,Степь,2014,4,22.5,4.6
steppe,Степь,2014,5,11.2,13.7
steppe,Степь,2014,6,16.8,19.9
steppe,Степь,2014,7,65.0,17.5
steppe,Степь,2014,8,32.5,20.5
steppe,Степь,2014,9,20.7,10.1
steppe,Степь,2014,10,56.0,1.3
steppe,Степь,2015,3,18.7,-5.7
steppe,Степь,2015,4,35.9,4.6
steppe,Степь,2015,5,36.2,14.1
steppe,Степь,2015,6,57.0,20.7
steppe,Степь,2015,7,99.0,19.1
steppe,Степь,2015,8,69.9,16.3
steppe,Степь,2015,9,19.4,10.9
steppe,Степь,2015,10,63.3,2.6
steppe,Степь,2016,3,29.7,-3.2
steppe,Степь,2016,4,32.9,8.2
steppe,Степь,2016,5,10.1,13.5
steppe,Степь,2016,6,53.7,18.8
steppe,Степь,2016,7,150.8,19.9
steppe,Степь,2016,8,27.2,19.9
steppe,Степь,2016,9,27.8,14.4
steppe,Степь,2016,10,27.5,-0.5
steppe,Степь,2017,3,15.7,-6.3
steppe,Степь,2017,4,28.4,6.1
steppe,Степь,2017,5,23.3,14.2
steppe,Степь,2017,6,14.8,21.7
steppe,Степь,2017,7,102.5,20.0
steppe,Степь,2017,8,15.5,20.4
steppe,Степь,2017,9,31.7,11.9
steppe,Степь,2017,10,47.6,2.9
steppe,Степь,2018,3,18.6,-8.1
steppe,Степь,2018,4,30.2,3.3
steppe,Степь,2018,5,54.6,8.5
steppe,Степь,2018,6,42.6,18.8
steppe,Степь,2018,7,44.0,21.3
steppe,Степь,2018,8,96.7,17.3
steppe,Степь,2018,9,18.4,12.3
steppe,Степь,2018,10,38.3,5.7
steppe,Степь,2019,3,21.1,-3.6
steppe,Степь,2019,4,26.1,4.0
steppe,Степь,2019,5,25.9,12.4
steppe,Степь,2019,6,67.1,16.6
steppe,Степь,2019,7,60.3,22.6
steppe,Степь,2019,8,26.1,19.9
steppe,Степь,2019,9,46.9,12.3
steppe,Степь,2019,10,24.0,7.5
steppe,Степь,2020,3,11.0,-1.9
steppe,Степь,2020,4,40.2,9.5
steppe,Степь,2020,5,10.4,18.8
steppe,Степь,2020,6,59.9,18.7
steppe,Степь,2020,7,30.6,23.1
steppe,Степь,2020,8,22.8,21.2
steppe,Степь,2020,9,27.6,13.0
steppe,Степь,2020,10,32.9,5.8
steppe,Степь,2021,3,23.2,-7.7
steppe,Степь,2021,4,16.1,3.5
steppe,Степь,2021,5,5.2,18.0
steppe,Степь,2021,6,31.7,19.1
steppe,Степь,2021,7,42.3,22.3
steppe,Степь,2021,8,30.9,21.0
steppe,Степь,2021,9,25.1,11.2
steppe,Степь,2021,10,23.3,4.6
steppe,Степь,2022,3,20.6,-8.6
steppe,Степь,2022,4,9.6,6.9
steppe,Степь,2022,5,10.3,16.7
steppe,Степь,2022,6,30.0,19.9
steppe,Степь,2022,7,51.7,22.1
steppe,Степь,2022,8,6.7,19.2
steppe,Степь,2022,9,28.6,14.1
steppe,Степь,2022,10,50.8,5.1
steppe,Степь,2023,3,28.4,-3.8
steppe,Степь,2023,4,5.4,3.5
steppe,Степь,2023,5,21.3,13.9
steppe,Степь,2023,6,43.1,20.4
steppe,Степь,2023,7,21.0,24.8
steppe,Степь,2023,8,45.3,19.7
steppe,Степь,2023,9,25.8,13.8
steppe,Степь,2023,10,54.9,6.5
steppe,Степь,2024,3,15.9,-4.4
steppe,Степь,2024,4,24.5,6.7
steppe,Степь,2024,5,61.1,11.0
steppe,Степь,2024,6,61.2,20.9
steppe,Степь,2024,7,118.7,21.4
steppe,Степь,2024,8,91.2,17.9
steppe,Степь,2024,9,36.9,11.8
steppe,Степь,2024,10,44.3,4.4
steppe,Степь,2025,3,20.9,-4.2
steppe,Степь,2025,4,30.4,9.2
steppe,Степь,2025,5,35.0,15.5
steppe,Степь,2025,6,59.5,21.5
steppe,Степь,2025,7,79.7,20.5
steppe,Степь,2025,8,71.8,18.0
steppe,Степь,2025,9,39.6,13.6
steppe,Степь,2025,10,11.8,2.4
north_taiga,Север (тайга),1996,3,4.4,-8.7
north_taiga,Север (тайга),1996,4,88.7,-2.5
north_taiga,Север (тайга),1996,5,70.7,7.1
north_taiga,Север (тайга),1996,6,86.5,16.1
north_taiga,Север (тайга),1996,7,125.8,19.0
north_taiga,Север (тайга),1996,8,112.8,11.7
north_taiga,Север (тайга),1996,9,80.2,5.5
north_taiga,Север (тайга),1996,10,30.2,-0.3
north_taiga,Север (тайга),1997,3,22.2,-3.1
north_taiga,Север (тайга),1997,4,29.2,6.5
north_taiga,Север (тайга),1997,5,34.9,10.5
north_taiga,Север (тайга),1997,6,41.1,13.8
north_taiga,Север (тайга),1997,7,75.8,14.2
north_taiga,Север (тайга),1997,8,75.1,14.1
north_taiga,Север (тайга),1997,9,55.1,10.1
north_taiga,Север (тайга),1997,10,50.8,5.0
north_taiga,Север (тайга),1998,3,1.3,-7.6
north_taiga,Север (тайга),1998,4,73.4,-2.9
north_taiga,Север (тайга),1998,5,30.6,8.3
north_taiga,Север (тайга),1998,6,77.1,15.6
north_taiga,Север (тайга),1998,7,37.0,21.7
north_taiga,Север (тайга),1998,8,82.2,17.9
north_taiga,Север (тайга),1998,9,64.2,6.6
north_taiga,Север (тайга),1998,10,96.6,0.8
north_taiga,Север (тайга),1999,3,9.7,-14.2
north_taiga,Север (тайга),1999,4,41.5,-0.5
north_taiga,Север (тайга),1999,5,43.6,12.4
north_taiga,Север (тайга),1999,6,32.4,13.3
north_taiga,Север (тайга),1999,7,58.9,19.9
north_taiga,Север (тайга),1999,8,56.3,14.8
north_taiga,Север (тайга),1999,9,49.1,7.3
north_taiga,Север (тайга),1999,10,42.7,4.1
north_taiga,Север (тайга),2000,3,20.9,-5.1
north_taiga,Север (тайга),2000,4,16.0,3.3
north_taiga,Север (тайга),2000,5,64.6,9.6
north_taiga,Север (тайга),2000,6,60.0,17.6
north_taiga,Север (тайга),2000,7,70.1,17.6
north_taiga,Север (тайга),2000,8,96.7,15.1
north_taiga,Север (тайга),2000,9,47.8,8.2
north_taiga,Север (тайга),2000,10,24.5,-0.6
north_taiga,Север (тайга),2001,3,56.1,-5.4
north_taiga,Север (тайга),2001,4,12.8,1.3
north_taiga,Север (тайга),2001,5,57.6,13.0
north_taiga,Север (тайга),2001,6,137.0,14.7
north_taiga,Север (тайга),2001,7,89.7,15.0
north_taiga,Север (тайга),2001,8,110.2,15.5
north_taiga,Север (тайга),2001,9,49.0,9.8
north_taiga,Север (тайга),2001,10,56.4,-0.6
north_taiga,Север (тайга),2002,3,59.5,-4.1
north_taiga,Север (тайга),2002,4,3.5,-2.0
north_taiga,Север (тайга),2002,5,65.9,9.0
north_taiga,Север (тайга),2002,6,97.4,14.7
north_taiga,Север (тайга),2002,7,50.5,16.6
north_taiga,Север (тайга),2002,8,95.1,13.0
